NAME,geoid,DR_COUNT,EM_COUNT,ihProgramDeclared,paProgramDeclared,femaDeclarationString_EM,femaDeclarationString_DR,POPUNI_23,PRED0_E_23,PRED0_M_23,PRED0_PE_23,PRED0_PM_23,PRED12_E_23,PRED12_M_23,PRED12_PE_23,PRED12_PM_23,PRED3_E_23,PRED3_M_23,PRED3_PE_23,PRED3_PM_23,COAST_CTY,PCT3_23,PCT3_LB_23,PCT3_UB_23,PCT3_ST_23,PCT3_ST_LB_23,PCT3_ST_UB_23,HRCN_PCT3_23,HRCN_PCT3_LB_23,HRCN_PCT3_UB_23,POPESTIMATE2024,Total_Pop_E_23,Total_Pop_M_23,HSE_Units_E_23,HSE_Units_M_23,HSE_Occ_E_23,HSE_Occ_M_23,HSE_Occ_PE_23,HSE_Occ_PM_23,Own_E_23,Own_M_23,Own_PE_23,Own_PM_23,Rent_E_23,Rent_M_23,Rent_PE_23,Rent_PM_23,DEP_Ratio_E_23,DEP_Ratio_M_23,HHLD_SSI_E_23,HHLD_SSI_M_23,HHLD_SSI_PE_23,HHLD_SSI_PM_23,HHLD_Cash_Assist_E_23,HHLD_Cash_Assist_M_23,HHLD_Cash_Assist_PE_23,HHLD_Cash_Assist_PM_23,HHLD_SNAP_E_23,HHLD_SNAP_M_23,HHLD_SNAP_PE_23,HHLD_SNAP_PM_23,HHLD_ASSIST_or_SNAP_PE_23,HHLD_ASSIST_or_SNAP_PM_23,Under_18_E_23,Under_18_M_23,Under_18_PE_23,Under_18_PM_23,65_plus_E_23,65_plus_M_23,65_plus_PE_23,65_plus_PM_23,Disability_E_23,Disability_M_23,Disability_PE_23,Disability_PM_23,ENG_LVW_E_23,ENG_LVW_M_23,ENG_LVW_PE_23,ENG_LVW_PM_23,RURAL_POP_DEC_2020,TOTAL_POP_DEC_2020,HOUSEHOLDS_DEC_2020,MULTIGEN_DEC_2020,ALAND,RURAL_POP_P_DEC_2020,MULTIGEN_P_DEC_2020,POP_DENSITY_DEC_2020,RURAL_POP_PF_DEC_2020,SAEMHI_PT_23,SAEMHI_MOE_23,SAEPOVALL_PT_23,SAEPOVALL_MOE_23,SAEPOVRTALL_PT_23,SAEPOVRTALL_MOE_23,SAEPOVU_ALL_23,UNEMP_PE_M01_24,UNEMP_M01_24,LABOR_FORCE_M01_24,UNEMP_PE_M02_24,UNEMP_M02_24,LABOR_FORCE_M02_24,UNEMP_PE_M03_24,UNEMP_M03_24,LABOR_FORCE_M03_24,UNEMP_PE_M04_24,UNEMP_M04_24,LABOR_FORCE_M04_24,UNEMP_PE_M05_24,UNEMP_M05_24,LABOR_FORCE_M05_24,UNEMP_PE_M06_24,UNEMP_M06_24,LABOR_FORCE_M06_24,UNEMP_PE_M07_24,UNEMP_M07_24,LABOR_FORCE_M07_24,UNEMP_PE_M08_24,UNEMP_M08_24,LABOR_FORCE_M08_24,UNEMP_PE_M09_24,UNEMP_M09_24,LABOR_FORCE_M09_24,UNEMP_PE_M10_24,UNEMP_M10_24,LABOR_FORCE_M10_24,UNEMP_PE_M11_24,UNEMP_M11_24,LABOR_FORCE_M11_24,UNEMP_PE_M12_24,UNEMP_M12_24,LABOR_FORCE_M12_24,UNEMP_PE_M01_25,UNEMP_M01_25,LABOR_FORCE_M01_25,UNEMP_PE_M02_25,UNEMP_M02_25,LABOR_FORCE_M02_25,UNEMP_PE_M03_25,UNEMP_M03_25,LABOR_FORCE_M03_25,UNEMP_PE_M04_25,UNEMP_M04_25,LABOR_FORCE_M04_25,UNEMP_PE_M05_25,UNEMP_M05_25,LABOR_FORCE_M05_25,UNEMP_PE_M06_25,UNEMP_M06_25,LABOR_FORCE_M06_25,HSE_Occ_PF_23,Own_PF_23,Rent_PF_23,PRED0_PF_23,PRED12_PF_23,PRED3_PF_23,DEP_Ratio_F_23,HHLD_SSI_PF_23,HHLD_Cash_Assist_PF_23,HHLD_SNAP_PF_23,HHLD_ASSIST_or_SNAP_PF_23,Under_18_PF_23,65_plus_PF_23,Disability_PF_23,ENG_LVW_PF_23,MAX_OUTAGE,total_customers,Run Start Time,MAX_OUTAGE_RUN_START_TIME,MAX_PERCENTAGE_OUT,Wind_Swath_Mode,Wind_Swath_Max,totPrecip,femaDeclarationString_IA,incidentType,disasterNumber,damagedStateAbbreviation,utilitiesOut,accessFunctionalNeeds,destroyed,validReg,ihpReferral,haReferral,onaReferral,ihpEligible,haEligible,onaEligible,habitabilityRepairsRequired,haMax,ihOwners,haEligibleOwners,onaEligibleOwners,haMaxOwners,validReg_Prop,haEligible_Prop,onaEligible_Prop,ihOwners_P,haEligible_Owners_P,onaEligible_Owners_P,haMax_Owners_P
"Rhea County, Tennessee",47143,0,0,0,0,None,None,33643,11471,1778,34.1,5.28,14271,1871,42.42,5.56,7901,1616,23.48,4.8,No,57.95,25.86,81.16,43.15,15.79,81.04,-888888888,-888888888,-888888888,34759,33299,-555555555,15311,31,13243,395,86.5,2.6,9661,499,73,3.7,3582,536,27,3.7,70.8,1.9,998,287,7.5,2.1,218,99,1.6,0.8,2169,356,16.4,2.6,16.8,2.6,7364,172,22.1,0.5,6440,142,19.3,0.4,6377,550,19.3,1.7,770,212,2.5,0.7,23182,32870,13082,582,817071272,70.5,4.4,104.19,2,57682,6452,5320,988,16,3,33232,4.1,581,14010,3.7,522,14207,3.5,510,14392,3.2,463,14319,3.9,555,14362,5.2,729,13983,5.4,757,14032,4.5,636,14235,4.2,601,14393,4.2,609,14363,4.3,621,14556,4.4,636,14614,4.6,677,14580,4,585,14713,3.7,541,14763,3.3,485,14858,3.9,578,14859,5,724,14397,-1,1,-1,0,0,0,1,1,-1,1,1,0,1,1,-1,1138,18506,2024-09-28 15:30:00+00:00,2024-09-28 15:30:00+00:00,6.1,34,34,4.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Roane County, Tennessee",47145,0,0,0,0,None,None,56096,18579,2430,33.12,4.33,23411,2568,41.73,4.58,14106,2253,25.15,4.02,No,69.01,42.11,84.09,63.15,29.47,85.25,-888888888,-888888888,-888888888,56742,54403,-555555555,25560,32,22539,432,88.2,1.7,17492,678,77.6,2.6,5047,583,22.4,2.6,72.5,0.6,1478,296,6.6,1.3,661,189,2.9,0.8,3036,412,13.5,1.8,14.1,1.8,10221,-555555555,18.8,-555555555,12636,113,23.2,0.2,10093,924,18.7,1.7,456,153,0.9,0.3,27831,53404,22322,911,934385981,52.1,4.1,148.03,2,65970,5280,7448,1397,13.4,2.5,55624,3.9,927,23692,3.5,844,23933,3.4,819,24057,3.1,754,24157,3.4,809,24091,4.3,1057,24312,4.3,1060,24377,4.1,1000,24104,3.9,936,24256,3.8,932,24399,4,973,24354,3.9,946,24314,4.2,1014,24258,3.7,898,24357,3.5,864,24563,3,740,24674,3.4,842,24626,4.3,1060,24697,0,1,-1,0,0,1,1,1,0,0,0,-1,1,1,-1,691,32241,2024-09-27 19:15:00+00:00,2024-09-27 19:15:00+00:00,2.1,34,34,4.4,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Robertson County, Tennessee",47147,0,0,0,0,None,None,76464,29684,3052,38.82,3.99,32508,3147,42.51,4.12,14272,2579,18.66,3.37,No,22.36,9.41,47.93,13.68,5.26,35.79,-888888888,-888888888,-888888888,78459,74291,-555555555,29263,50,27755,345,94.8,1.2,21431,541,77.2,1.5,6324,416,22.8,1.5,63.7,0.5,1134,252,4.1,0.9,562,195,2,0.7,2116,326,7.6,1.2,9,1.3,17910,-555555555,24.1,-555555555,10997,126,14.8,0.2,9719,737,13.2,1,2620,328,3.8,0.5,38586,72803,26885,1513,1233703852,53,5.6,152.84,2,81529,5562,7511,1412,9.9,1.9,75901,2.7,1048,39357,2.5,986,39481,2.6,1023,39749,2.4,937,39702,2.6,1012,39680,3.3,1342,40366,3.4,1374,40180,3.3,1300,39941,3.1,1220,39859,3.1,1228,39983,3.1,1253,40041,3,1197,40222,3.1,1253,40051,2.7,1089,39995,2.7,1110,40413,2.4,995,40730,2.8,1152,40644,3.4,1406,40913,1,1,-1,0,0,0,0,-1,0,-1,-1,1,-1,0,-1,441,35627,2024-09-27 20:45:00+00:00,2024-09-27 20:45:00+00:00,1.2,-888888888,-888888888,6.6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Rutherford County, Tennessee",47149,0,0,0,0,None,None,363766,146938,11490,40.39,3.16,156856,11693,43.12,3.21,59972,9269,16.49,2.55,No,10.38,5.57,28.24,4.21,3.16,17.89,-888888888,-888888888,-888888888,376996,351591,-555555555,135336,97,125861,980,93,0.7,81828,1822,65,1.4,44033,1839,35,1.4,55.5,0.1,4247,595,3.4,0.5,2303,577,1.8,0.5,9286,847,7.4,0.7,8.1,0.7,87170,47,24.8,0.1,38385,5,10.9,0.1,38343,1929,11,0.6,22873,1917,6.9,0.6,54515,341486,124465,6041,1603892843,16,4.9,551.44,1,81987,3525,32883,4989,9.1,1.4,361541,2.6,5269,203471,2.4,4964,204442,2.5,5213,206770,2.3,4726,206589,2.4,5029,206719,3.1,6561,209519,3.1,6469,208328,3.1,6361,207248,2.9,6006,207286,3,6308,207919,2.9,6081,207319,3,6204,208152,3,6216,207388,2.7,5653,207734,2.6,5552,210187,2.3,4935,212021,2.7,5710,211666,3.4,7210,213019,1,0,0,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,361,162868,2024-09-28 05:15:00+00:00,2024-09-28 05:15:00+00:00,0.2,-888888888,-888888888,4.7,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Scott County, Tennessee",47151,0,0,0,0,None,None,22062,5538,1196,25.1,5.42,10903,1236,49.42,5.6,5621,1033,25.48,4.68,No,71.11,39.85,86.95,68.41,27.37,89.46,-888888888,-888888888,-888888888,22517,21969,-555555555,9851,27,8638,258,87.7,2.6,6201,351,71.8,3.7,2437,339,28.2,3.7,67.8,0.7,1028,239,11.9,2.8,1123,272,13,3.1,1989,316,23,3.7,24.5,3.8,5152,49,23.5,0.2,3721,30,16.9,0.1,5700,585,26.3,2.7,63,40,0.3,0.2,21850,21850,8625,347,1378652175,100,4,41.05,3,46923,5403,4596,829,21,3.8,21876,3.9,339,8786,3.7,321,8792,4.2,372,8760,3.4,304,8869,3.9,349,8863,5.3,471,8966,5.1,451,8886,4.4,381,8706,4.1,356,8685,4.1,356,8740,4.1,361,8818,3.8,333,8814,4.1,365,8934,3.8,334,8899,3.6,324,8926,3.1,278,8988,3.7,335,8992,5.1,459,9068,0,1,-1,-1,0,1,1,1,1,1,1,1,0,1,-1,0,12128,2024-09-28 10:00:00+00:00,2024-09-28 10:00:00+00:00,0,34,34,4.7,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Sequatchie County, Tennessee",47153,0,0,0,0,None,None,16931,5615,1084,33.16,6.4,7356,1142,43.45,6.75,3960,990,23.39,5.85,No,57.47,19.4,84.41,41.05,11.58,85.25,-888888888,-888888888,-888888888,17620,16409,-555555555,6951,26,6121,219,88.1,3.1,4572,262,74.7,3.7,1549,242,25.3,3.7,69.8,1.8,595,173,9.7,2.8,316,134,5.2,2.2,1078,257,17.6,4.1,18.4,4.1,3277,82,20,0.5,3467,95,21.1,0.6,3573,462,22.1,2.9,299,155,1.9,1,15826,15826,6190,331,688550847,100,5.3,59.53,3,62157,6605,2530,531,15.1,3.2,16790,3.8,253,6709,3.4,229,6751,3.4,233,6788,3.1,210,6809,3.3,225,6798,4.3,294,6886,4.3,300,6924,4.3,291,6832,4.3,293,6843,4.2,288,6867,4.4,305,6873,4.4,299,6866,4.6,317,6866,4,275,6856,3.7,257,6905,3.3,230,6943,3.9,270,6928,4.8,331,6966,0,1,-1,0,0,0,1,1,1,1,1,-1,1,1,-1,777,8334,2024-09-27 12:30:00+00:00,2024-09-27 12:30:00+00:00,9.3,34,34,4.6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Sevier County, Tennessee",47155,1,0,0,1,None,DR-4832-TN,99283,30553,3863,30.77,3.89,45854,4072,46.19,4.1,22876,3515,23.04,3.54,No,54.78,31.1,74.32,36.84,20,70.52,-888888888,-888888888,-888888888,100184,98802,-555555555,57809,51,39221,730,67.8,1.3,28230,778,72,1.8,10991,788,28,1.8,69,0.5,2029,349,5.2,0.9,1292,360,3.3,0.9,3132,515,8,1.3,8.7,1.3,20658,-555555555,20.9,-555555555,19698,182,19.9,0.2,15986,1006,16.3,1,4168,563,4.5,0.6,52501,98380,39520,1836,1534615545,53.4,4.6,166.04,2,60704,5198,12045,2316,12.2,2.3,98640,4.7,2398,50876,4.6,2327,50643,2.9,1493,51603,2.4,1229,52194,2.4,1282,52812,3.1,1656,53542,3,1600,53617,3,1580,52791,2.9,1528,52440,2.9,1538,52418,3,1587,52172,3,1542,51988,5.2,2675,51938,4.9,2541,51447,3.4,1725,51034,2.4,1307,54115,2.7,1458,54738,3.2,1751,55357,-1,1,-1,-1,0,0,1,0,0,-1,-1,-1,1,1,-1,7106,72455,2024-10-03 11:00:00+00:00,2024-10-03 11:00:00+00:00,9.8,34,34,8.9,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Shelby County, Tennessee",47157,0,0,0,0,None,None,902869,292887,23716,32.44,2.63,387263,25866,42.89,2.86,222719,22771,24.67,2.52,No,65.9,48.95,77.03,54.73,35.79,75.78,-888888888,-888888888,-888888888,910530,922195,-555555555,403144,152,360590,1611,89.4,0.4,196804,3120,54.6,0.8,163786,2968,45.4,0.8,66.3,-555555555,23752,1307,6.6,0.4,6525,921,1.8,0.3,57744,2196,16,0.6,16.5,0.6,234894,-555555555,25.5,-555555555,132606,-555555555,14.4,-555555555,114947,2833,12.6,0.3,37523,1585,4.4,0.2,31637,929744,364625,21238,1949650933,3.4,5.8,1235.11,1,62402,2016,163297,12854,18.2,1.4,895825,4.2,17872,421747,4,16767,422924,4.1,17630,426958,3.7,15687,425434,3.8,16036,423140,5,21439,425856,5.3,22827,430540,5,21354,425446,4.6,19568,423801,4.7,20123,427465,4.7,20080,425178,4.5,19345,425191,4.8,20487,423883,4.5,19049,424046,4.4,18707,428156,3.8,16215,430665,4.2,18067,429816,5.2,22448,430652,0,-1,1,0,0,1,1,1,-1,1,1,1,-1,-1,-1,7692,421206,2024-09-26 20:30:00+00:00,2024-09-26 20:30:00+00:00,1.8,-888888888,-888888888,2.3,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Smith County, Tennessee",47159,0,0,0,0,None,None,20491,8872,1146,43.3,5.59,8181,1191,39.92,5.81,3438,1003,16.78,4.89,No,11.56,2.23,45.77,6.32,1.05,32.63,-888888888,-888888888,-888888888,20783,20196,-555555555,8649,40,7619,274,88.1,3,5749,303,75.5,3.3,1870,271,24.5,3.3,63.5,0.7,489,140,6.4,1.8,177,88,2.3,1.1,922,188,12.1,2.4,12.5,2.4,4520,36,22.4,0.2,3321,40,16.4,0.2,3450,506,17.2,2.5,246,124,1.3,0.6,19904,19904,7663,324,813976205,100,4.2,63.33,3,72153,7227,2371,558,11.7,2.7,20350,3.2,323,10015,3,304,10035,2.8,286,10044,2.6,258,10023,2.6,262,9996,3.3,333,10170,3.1,317,10091,3,304,10038,3,299,10029,3,299,10066,3.2,319,10119,3.1,313,10184,3.4,344,10148,3.2,324,10142,3.1,316,10222,2.7,276,10283,2.9,300,10246,3.7,380,10337,0,1,-1,1,0,0,0,0,0,0,0,0,-1,1,-1,0,12225,2024-09-30 07:15:00+00:00,2024-09-30 07:15:00+00:00,0,34,34,6.3,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Stewart County, Tennessee",47161,0,0,0,0,None,None,14073,4935,885,35.07,6.29,5297,929,37.64,6.6,3841,801,27.29,5.69,No,79.95,45,92.87,79.99,32.63,95.78,-888888888,-888888888,-888888888,14365,13859,-555555555,6698,20,5173,261,77.2,3.9,4323,228,83.6,3.3,850,191,16.4,3.3,74.3,2.6,316,87,6.1,1.7,152,78,2.9,1.5,571,123,11,2.3,11.4,2.3,2995,148,21.6,1.1,2911,110,21,0.8,2801,291,20.4,2.1,261,156,2,1.2,13657,13657,5470,233,1190814528,100,4.3,29.7,3,60634,7302,1797,385,12.9,2.8,13976,3.6,210,5765,3.4,194,5775,3.5,206,5826,3.2,188,5801,3.5,200,5784,4.2,249,5881,4.1,240,5887,3.9,230,5886,3.8,223,5866,3.8,222,5903,3.9,231,5893,3.8,223,5927,4.1,245,5912,3.7,218,5910,3.6,212,5950,3.2,189,5982,3.5,211,5969,4.3,256,5987,-1,1,-1,0,-1,1,1,0,0,0,0,0,1,1,-1,1264,8022,2024-09-27 22:45:00+00:00,2024-09-27 22:45:00+00:00,15.8,-888888888,-888888888,4.6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Sullivan County, Tennessee",47163,1,0,0,1,None,DR-4832-TN,161161,56613,5688,35.13,3.53,70574,5818,43.79,3.61,33974,4774,21.08,2.96,No,40.23,22.52,61,24.21,12.63,50.52,-888888888,-888888888,-888888888,162703,159693,-555555555,75917,116,68408,717,90.1,0.9,49889,1070,72.9,1.3,18519,884,27.1,1.3,70.2,0.2,4840,532,7.1,0.8,1294,347,1.9,0.5,8792,730,12.9,1.1,13.1,1.1,30629,-555555555,19.2,-555555555,35212,113,22,0.1,29120,1213,18.4,0.8,1011,255,0.7,0.2,41970,158163,67853,2485,1071072982,26.5,3.7,382.46,1,57016,3061,21649,3179,13.5,2,160065,3.5,2407,69198,3.3,2256,69243,3.2,2255,70511,3,2073,70095,3.2,2225,69994,4.1,2935,70779,4,2856,70589,3.9,2719,70328,3.7,2598,70563,3.7,2624,70634,3.8,2685,70392,3.7,2605,70397,3.9,2729,70534,3.4,2377,70587,3.3,2375,71457,3,2124,71994,3.4,2445,71801,4.2,3007,71780,0,1,-1,0,0,0,1,1,-1,0,0,-1,1,1,-1,21584,84349,2024-09-27 18:00:00+00:00,2024-09-27 18:00:00+00:00,25.6,34,34,7.6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Sumner County, Tennessee",47165,0,0,0,0,None,None,207537,87731,7431,42.27,3.58,85462,7497,41.18,3.61,34344,5872,16.55,2.83,No,10.53,5.12,30.15,5.26,2.11,18.95,-888888888,-888888888,-888888888,211721,200553,-555555555,81376,73,76706,622,94.3,0.8,55400,974,72.2,1.3,21306,1027,27.8,1.3,65.8,0.1,2947,470,3.8,0.6,1183,317,1.5,0.4,5032,639,6.6,0.8,7.3,0.9,46778,-555555555,23.3,-555555555,32822,78,16.4,0.1,24142,1284,12.1,0.6,4946,724,2.6,0.4,49579,196281,74472,3423,1371278937,25.3,4.6,370.72,1,86376,4625,18409,3325,8.9,1.6,205986,2.7,2952,110374,2.5,2787,110862,2.6,2877,112097,2.3,2607,111990,2.5,2766,112002,3.1,3559,113560,3.1,3522,112998,3.1,3516,112491,3,3356,112439,3,3354,112633,3.1,3487,112483,3,3341,112804,3.2,3573,112559,2.9,3246,112735,2.8,3204,114037,2.5,2843,114997,2.8,3218,114708,3.4,3888,115314,1,1,-1,1,0,-1,1,-1,-1,-1,-1,1,-1,-1,-1,3328,97375,2024-09-27 21:00:00+00:00,2024-09-27 21:00:00+00:00,3.4,-888888888,-888888888,6,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Tipton County, Tennessee",47167,0,0,0,0,None,None,61353,21536,2743,35.1,4.47,24243,2853,39.51,4.65,15574,2387,25.38,3.89,No,70.4,44.33,84.53,67.36,31.58,86.31,-888888888,-888888888,-888888888,62187,61339,-555555555,24204,73,22544,343,93.1,1.4,17401,600,77.2,2,5143,440,22.8,2,64.3,0.6,1332,253,5.9,1.1,418,169,1.9,0.7,2658,375,11.8,1.6,12.4,1.7,14632,107,23.9,0.2,9373,93,15.3,0.2,11328,815,18.8,1.3,363,184,0.6,0.3,40644,60970,22563,1392,1180026943,66.7,6.2,133.82,2,70886,7950,9010,1360,14.8,2.2,60962,3.6,1016,27953,3.4,940,28000,3.5,978,28105,3.1,866,28007,3.3,917,27858,4.3,1213,28030,4.3,1202,28196,4.2,1162,27920,4,1125,27883,4,1113,28111,4.1,1146,28118,3.9,1102,28165,4.1,1142,28008,3.6,991,27905,3.5,988,28141,3.1,876,28332,3.6,1013,28296,4.4,1258,28335,1,1,-1,0,-1,1,0,0,-1,0,0,1,-1,1,-1,519,22616,2024-09-28 00:15:00+00:00,2024-09-28 00:15:00+00:00,2.3,-888888888,-888888888,2.4,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Trousdale County, Tennessee",47169,0,0,0,0,None,None,9827,4157,911,42.3,9.27,3950,950,40.2,9.67,1720,805,17.5,8.19,No,15.31,0.6,70,7.37,1.05,64.2,-888888888,-888888888,-888888888,12159,11805,-555555555,3866,39,3658,145,94.6,3.6,2725,211,74.5,5.9,933,229,25.5,5.9,40.9,1.4,255,128,7,3.5,40,49,1.1,1.3,435,176,11.9,4.8,11.9,4.8,1942,61,16.5,0.5,1483,68,12.6,0.6,1084,283,11.7,3,109,95,1,0.8,11615,11615,3469,218,296143586,100,6.3,101.58,3,62658,7749,1535,369,15.8,3.8,9736,3,170,5651,2.6,147,5667,2.5,141,5734,2.1,120,5723,2.3,131,5733,3,177,5806,2.9,166,5768,3,171,5745,3,170,5758,2.9,169,5762,3,171,5742,3,171,5755,3.3,191,5759,3.1,179,5779,3,177,5855,2.5,148,5897,2.9,169,5886,3.7,222,5932,1,1,-1,0,0,0,-1,0,-1,0,0,-1,-1,0,-1,519,6203,2024-09-27 11:30:00+00:00,2024-09-27 11:30:00+00:00,8.4,34,34,5.7,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Unicoi County, Tennessee",47171,1,1,1,1,EM-3620-TN,DR-4832-TN,17680,5949,1241,33.65,7.02,7546,1319,42.68,7.46,4185,1172,23.67,6.63,No,59.31,16.82,87.4,44.21,9.47,89.46,-888888888,-888888888,-888888888,17872,17779,-555555555,8740,27,7803,240,89.3,2.7,5678,301,72.8,3.8,2125,319,27.2,3.8,70.5,1.2,448,157,5.7,2,446,185,5.7,2.4,1158,285,14.8,3.6,15.7,3.7,3245,-555555555,18.3,-555555555,4105,74,23.1,0.4,3468,410,19.9,2.4,218,87,1.3,0.5,9223,17928,7638,245,481902934,51.4,3.2,96.35,2,54955,6448,2153,556,12.3,3.2,17434,4.3,321,7544,3.7,281,7613,3.4,262,7675,3.1,235,7674,3.2,241,7611,4.3,325,7643,4.2,319,7590,4,299,7526,3.9,295,7637,5.4,425,7823,5.7,446,7814,5.5,429,7759,5.8,450,7758,5,393,7803,4.7,366,7860,4.9,393,7976,4.2,330,7814,5,388,7811,0,1,-1,0,0,0,1,0,1,0,0,-1,1,1,-1,0,12296,2024-09-27 06:15:00+00:00,2024-09-27 06:15:00+00:00,0,34,34,8.7,DR-4832-TN,Tropical Storm,4832,TN,582,0,30,1340,1085,744,1035,728,203,727,276,14,883,184,525,14,17.2,2.6,9.3,65.9,90.6,72.2,100
"Union County, Tennessee",47173,0,0,0,0,None,None,20683,7419,1130,35.87,5.46,8677,1174,41.95,5.68,4587,991,22.18,4.79,No,47.99,18.45,76.07,28.42,10.53,73.68,-888888888,-888888888,-888888888,21064,20141,-555555555,9719,23,7771,338,80,3.5,6245,358,80.4,3.4,1526,274,19.6,3.4,66.5,0.8,517,126,6.7,1.7,130,65,1.7,0.8,1187,232,15.3,2.8,15.6,2.9,4342,12,21.6,0.1,3704,59,18.4,0.3,4301,426,21.5,2.1,59,47,0.3,0.2,19802,19802,7794,376,579077904,100,4.8,88.57,3,64244,5329,3262,700,15.9,3.4,20527,3.5,303,8718,3.1,270,8805,3.1,271,8873,2.7,241,8905,3,267,8886,4.3,383,8992,4.1,373,9009,3.8,342,8901,3.6,323,8959,3.6,327,9014,3.8,339,8984,3.7,331,8970,4.1,368,8962,3.7,338,9015,3.5,316,9086,3,276,9135,3.4,310,9111,4.4,407,9152,-1,1,-1,0,0,0,1,0,-1,1,0,-1,1,1,-1,3707,11905,2024-09-28 17:30:00+00:00,2024-09-28 17:30:00+00:00,31.1,34,34,5.1,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
